topic_uz,topic_ru,word_uz,word_ru
Sayohat,Путешествие,Tambov,Тамбов
Sayohat,Путешествие,Tatariston,Татарстан
Sayohat,Путешествие,Temir yo'l,Железная дорога
Sayohat,Путешествие,Toshkent,Ташкент
Sayohat,Путешествие,Tula,Тула
Sayohat,Путешествие,Turizm,Туризм
Sayohat,Путешествие,Ukraina,Украина
Sayohat,Путешествие,Vagon,Вагон
Sayohat,Путешествие,Vertolyot,Вертолёт
Sayohat,Путешествие,Vilnyus,Вильнюс
Sayohat,Путешествие,Viza,Виза
Sayohat,Путешествие,Yakutiya,Якутия
Sayohat,Путешествие,Yaxta,Яхта
Shahar. Transport,Город. Транспорт,Aerodrom,Аэродром
Shahar. Transport,Город. Транспорт,Aeroport,Аэропорт
Shahar. Transport,Город. Транспорт,Akkumulyator,Аккумулятор
Shahar. Transport,Город. Транспорт,Avariyaviy vaziyat,Аварийная ситуация
Shahar. Transport,Город. Транспорт,Aviachipta,Авиабилет
Shahar. Transport,Город. Транспорт,Aviareys,Авиарейс
Shahar. Transport,Город. Транспорт,Avtobus,Автобус
Shahar. Transport,Город. Транспорт,Avtomatlashtirish,Автоматизация
Shahar. Transport,Город. Транспорт,Avtomobil,Автомобиль
Shahar. Transport,Город. Транспорт,Avtomobil inspeksiyasi,Автоинспекция
Shahar. Transport,Город. Транспорт,Avtomobil yoli,Автомобильная дорога
Shahar. Transport,Город. Транспорт,Avtotransport,Автотранспорт
Shahar. Transport,Город. Транспорт,Avtoturargoh,Автостоянка
Shahar. Transport,Город. Транспорт,Avtovokzal,Автовокзал
Shahar. Transport,Город. Транспорт,Bagaj,Багаж
Shahar. Transport,Город. Транспорт,Bank,Банк
Shahar. Transport,Город. Транспорт,Bekat,Остановка
Shahar. Transport,Город. Транспорт,Belgilar,Знаки
Shahar. Transport,Город. Транспорт,Beton,Бетон
Shahar. Transport,Город. Транспорт,Bozor,Рынок
Shahar. Transport,Город. Транспорт,Burilish,Поворот
Shahar. Transport,Город. Транспорт,Chipta,Билет
Shahar. Transport,Город. Транспорт,Chiptaxona,Билетная касса
Shahar. Transport,Город. Транспорт,Chorrah,Перекрёсток
Shahar. Transport,Город. Транспорт,Chorraha,Перекрёсток
Shahar. Transport,Город. Транспорт,Daryo transporti,Речной транспорт
Shahar. Transport,Город. Транспорт,Dengiz transporti,Морской транспорт
Shahar. Transport,Город. Транспорт,Dizel,Дизель
Shahar. Transport,Город. Транспорт,Do'kon,Магазин
Shahar. Transport,Город. Транспорт,Dorixona,Аптека
Shahar. Transport,Город. Транспорт,Dvigatel,Двигатель
Shahar. Transport,Город. Транспорт,Eko-transport,Экотранспорт
Shahar. Transport,Город. Транспорт,Ekskavator,Экскаватор
Shahar. Transport,Город. Транспорт,Elektromobil,Электромобиль
Shahar. Transport,Город. Транспорт,Elektron chipta,Электронный билет
Shahar. Transport,Город. Транспорт,Elektroskuter,Электроскутер
Shahar. Transport,Город. Транспорт,Fara,Фара
Shahar. Transport,Город. Транспорт,Garaj,Гараж
Shahar. Transport,Город. Транспорт,Gaz,Газ
Shahar. Transport,Город. Транспорт,Gaz-balon,Газовый баллон
Shahar. Transport,Город. Транспорт,Gibrid mashina,Гибридный автомобиль
Shahar. Transport,Город. Транспорт,Gildirak,Колесо
Shahar. Transport,Город. Транспорт,GPS,GPS
Shahar. Transport,Город. Транспорт,Hammom (jamoat),Баня
Shahar. Transport,Город. Транспорт,Harakat,Движение
Shahar. Transport,Город. Транспорт,Harbiy transport,Военный транспорт
Shahar. Transport,Город. Транспорт,Havo transporti,Воздушный транспорт
Shahar. Transport,Город. Транспорт,Haydovchi,Водитель
Shahar. Transport,Город. Транспорт,Haydovchisiz avtomobil,Беспилотный автомобиль
Shahar. Transport,Город. Транспорт,Ijaraga olish,Аренда
Shahar. Transport,Город. Транспорт,Jamoat transporti,Общественный транспорт
Shahar. Transport,Город. Транспорт,Jarima,Штраф
Shahar. Transport,Город. Транспорт,Jonatma,Отправление
Shahar. Transport,Город. Транспорт,Kapot,Капот
Shahar. Transport,Город. Транспорт,Karvon,Конвой / Каравил
Shahar. Transport,Город. Транспорт,Kema,Корабль
Shahar. Transport,Город. Транспорт,Kimyoviy tozalash,Прачечная
Shahar. Transport,Город. Транспорт,Kimyoviy tozalash,Химчистка
Shahar. Transport,Город. Транспорт,Kino,Кино
Shahar. Transport,Город. Транспорт,Klinika,Поликлиника
Shahar. Transport,Город. Транспорт,Klub,Клуб
Shahar. Transport,Город. Транспорт,Ko'cha,Улица
Shahar. Transport,Город. Транспорт,Ko'prik,Мост
Shahar. Transport,Город. Транспорт,Kran,Кран
Shahar. Transport,Город. Транспорт,Krossover,Кроссовер
Shahar. Transport,Город. Транспорт,Kruiz,Круиз
Shahar. Transport,Город. Транспорт,Kutubxona,Библиотека
Shahar. Transport,Город. Транспорт,Logistika,Логистика
Shahar. Transport,Город. Транспорт,Magistral,Магистраль
Shahar. Transport,Город. Транспорт,Manzil,Адрес
Shahar. Transport,Город. Транспорт,Markaz,Центр
Shahar. Transport,Город. Транспорт,Mashina,Машина
Shahar. Transport,Город. Транспорт,Maxsus transport,Специальный транспорт
Shahar. Transport,Город. Транспорт,Maydon,Площадь
Shahar. Transport,Город. Транспорт,Metan,Метан
Shahar. Transport,Город. Транспорт,Metro,Метро
Shahar. Transport,Город. Транспорт,Metro bekati,Станция метро
Shahar. Transport,Город. Транспорт,Mikroavtobus,Микроавтобус
Shahar. Transport,Город. Транспорт,Militsiya,Милиция
Shahar. Transport,Город. Транспорт,Miniven,Минивэн
Shahar. Transport,Город. Транспорт,Mobil ilova,Мобильное приложение
Shahar. Transport,Город. Транспорт,Motor,Мотор
Shahar. Transport,Город. Транспорт,Mototsikl,Мотоцикл
Shahar. Transport,Город. Транспорт,Moy,Масло (моторное)
Shahar. Transport,Город. Транспорт,Narx,Цена
Shahar. Transport,Город. Транспорт,Navbat,Очередь
Shahar. Transport,Город. Транспорт,Navigatsiya,Навигация
Shahar. Transport,Город. Транспорт,O'tish (transport),Пересадка
Shahar. Transport,Город. Транспорт,O'tish joyi,Переход
Shahar. Transport,Город. Транспорт,Olomon,Толпа
Shahar. Transport,Город. Транспорт,Oshxona (jamoat),Столовая
Shahar. Transport,Город. Транспорт,Ot ochirish mashinasi,Пожарная машина
Shahar. Transport,Город. Транспорт,Ot-arava,Лошадь с повозкой
Shahar. Transport,Город. Транспорт,Parom,Паром
Shahar. Transport,Город. Транспорт,Parovoz,Паровоз
Shahar. Transport,Город. Транспорт,Parus,Парус
Shahar. Transport,Город. Транспорт,Parvoz,Полёт
Shahar. Transport,Город. Транспорт,Pedal,Педаль
Shahar. Transport,Город. Транспорт,Piyoda,Пешеход
Shahar. Transport,Город. Транспорт,Piyodalar otish yolakchasi,Пешеходная дорожка
Shahar. Transport,Город. Транспорт,Pochta,Почта
Shahar. Transport,Город. Транспорт,Pochta mashinasi,Почтовая машина
Shahar. Transport,Город. Транспорт,Port,Порт
Shahar. Transport,Город. Транспорт,Post(viloyatlar orasi),Пост (между регионами)
Shahar. Transport,Город. Транспорт,Poyezd,Поезд
Shahar. Transport,Город. Транспорт,Poytaxt,Столица
Shahar. Transport,Город. Транспорт,Propan,Пропан
Shahar. Transport,Город. Транспорт,Prospekt,Проспект
Shahar. Transport,Город. Транспорт,Qayiq,Лодка
Shahar. Transport,Город. Транспорт,Qoshimcha gildirak,Запасное колесо
Shahar. Transport,Город. Транспорт,Radar,Радар
Shahar. Transport,Город. Транспорт,Restoran,Ресторан
Shahar. Transport,Город. Транспорт,Reys,Рейс
Shahar. Transport,Город. Транспорт,Rul,Руль
Shahar. Transport,Город. Транспорт,Ruxsat etilgan tezlik,Разрешённая скорость
Shahar. Transport,Город. Транспорт,Ruxsatnoma,Разрешение
Shahar. Transport,Город. Транспорт,Salon(avtomobil saloni),Салон (автосалон)
Shahar. Transport,Город. Транспорт,Samolyot,Самолёт
Shahar. Transport,Город. Транспорт,Sartaroshxona,Парикмахерская
Shahar. Transport,Город. Транспорт,Sayr qilmoq,Гулять
Shahar. Transport,Город. Транспорт,Shahar,Город
Shahar. Transport,Город. Транспорт,Shaxsiy avtomobil,Личный автомобиль
Shahar. Transport,Город. Транспорт,Shina,Шина
Shahar. Transport,Город. Транспорт,Shlagbaum,Шлагбаум
Shahar. Transport,Город. Транспорт,Signal,Сигнал
Shahar. Transport,Город. Транспорт,Skuter,Скутер
Shahar. Transport,Город. Транспорт,Stansiya,Станция
Shahar. Transport,Город. Транспорт,Svetofor,Светофор
Shahar. Transport,Город. Транспорт,Taksi,Такси
Shahar. Transport,Город. Транспорт,Taksi chaqirish,Вызов такси
Shahar. Transport,Город. Транспорт,Tamirlash,Ремонт
Shahar. Transport,Город. Транспорт,Tarif,Тариф
Shahar. Transport,Город. Транспорт,Tashuvchi,Перевозчик
Shahar. Transport,Город. Транспорт,Teatr,Театр
Shahar. Transport,Город. Транспорт,Telegraf,Телеграф
Shahar. Transport,Город. Транспорт,Temir yol,Железная дорога
Shahar. Transport,Город. Транспорт,Texnik korik,Технический осмотр
Shahar. Transport,Город. Транспорт,Texnik xizmat,Техническое обслуживание
Shahar. Transport,Город. Транспорт,Texpasport,Техпаспорт
Shahar. Transport,Город. Транспорт,Tez yordam mashinasi,Машина скорой помощи
Shahar. Transport,Город. Транспорт,Tezlik,Скорость
Shahar. Transport,Город. Транспорт,Tezlik cheklovi,Ограничение скорости
Shahar. Transport,Город. Транспорт,Tirbandlik,Пробка / затор
Shahar. Transport,Город. Транспорт,Tormoz,Тормоз
Shahar. Transport,Город. Транспорт,Tortish,Буксировка
Shahar. Transport,Город. Транспорт,Traktor,Трактор
Shahar. Transport,Город. Транспорт,Tramvay,Трамвай
Shahar. Transport,Город. Транспорт,Transport,Транспорт
Shahar. Transport,Город. Транспорт,Transport vositasi,Транспортное средство
Shahar. Transport,Город. Транспорт,Trolleybus,Троллейбус
Shahar. Transport,Город. Транспорт,Tuman,Район
Shahar. Transport,Город. Транспорт,Turmoq,Стоять
Shahar. Transport,Город. Транспорт,Uchish,Полёт
Shahar. Transport,Город. Транспорт,Uchoq(samolyot),Самолёт
Shahar. Transport,Город. Транспорт,Ustunlik,Преимущество
Shahar. Transport,Город. Транспорт,Uzoq,Далеко
Shahar. Transport,Город. Транспорт,Vagon,Вагон
Shahar. Transport,Город. Транспорт,Velosiped,Велосипед
Shahar. Transport,Город. Транспорт,Vertolyot,Вертолёт
Shahar. Transport,Город. Транспорт,Vokzal,Вокзал
Shahar. Transport,Город. Транспорт,Yaqin,Близко
Shahar. Transport,Город. Транспорт,Yer osti o'tishi,Подземный переход
Shahar. Transport,Город. Транспорт,Yer ostidan otish joyi,Подземный переход
Shahar. Transport,Город. Транспорт,Yer usti koprik,Надземный мост
Shahar. Transport,Город. Транспорт,Yer ustidan otish joyi,Надземный переход
Shahar. Transport,Город. Транспорт,YHXX(Yol harakati xavfsizligi xizmati),ГИБДД (служба безопасности дорожного движения)
Shahar. Transport,Город. Транспорт,Yo'nalish,Направление
Shahar. Transport,Город. Транспорт,Yolsoz texnika,Дорожная техника
Shahar. Transport,Город. Транспорт,YPX(Yol patrul xizmati) xodimi,Сотрудник ДПС
Shahar. Transport,Город. Транспорт,Yuk tashish,Грузоперевозка
Shahar. Transport,Город. Транспорт,Yuk vagon,Товарный вагон
Shahar. Transport,Город. Транспорт,Zanjir,Цепь
Shahar. Transport,Город. Транспорт,Zona,Зона
Sonlar,Числа,0 (nol),0 (ноль)
Sonlar,Числа,1 (bir),1 (один)
Sonlar,Числа,1 000 000 (bir million),1 000 000 (миллион)
Sonlar,Числа,1 000 000 000 (bir milliard),1 000 000 000 (миллиард)
Sonlar,Числа,10 (o'n),10 (десять)
Sonlar,Числа,10 000,10 000
Sonlar,Числа,10 000 000,10 000 000
Sonlar,Числа,100 (yuz),100 (сто)
Sonlar,Числа,100 000,100 000
Sonlar,Числа,1000 (ming),1000 (тысяча)
Sonlar,Числа,11 (o'n bir),11 (одиннадцать)
Sonlar,Числа,12 (o'n ikki),12 (двенадцать)
Sonlar,Числа,13 (o'n uch),13 (тринадцать)
Sonlar,Числа,14 (o'n to'rt),14 (четырнадцать)
Sonlar,Числа,15 (o'n besh),15 (пятнадцать)
Sonlar,Числа,16 (o'n olti),16 (шестнадцать)
Sonlar,Числа,17 (o'n yetti),17 (семнадцать)
Sonlar,Числа,18 (o'n sakkiz),18 (восемнадцать)
Sonlar,Числа,19 (o'n to'qqiz),19 (девятнадцать)
Sonlar,Числа,2 (ikki),2 (два)
Sonlar,Числа,2 000,2 000
Sonlar,Числа,2 000 000,2 000 000
Sonlar,Числа,20 (yigirma),20 (двадцать)
Sonlar,Числа,20 000,20 000
Sonlar,Числа,20 000 000,20 000 000
Sonlar,Числа,200 (ikki yuz),200 (двести)
Sonlar,Числа,21,21
Sonlar,Числа,22,22
Sonlar,Числа,23,23
Sonlar,Числа,24,24
Sonlar,Числа,25,25
Sonlar,Числа,26,26
Sonlar,Числа,27,27
Sonlar,Числа,28,28
Sonlar,Числа,29,29
Sonlar,Числа,3 (uch),3 (три)
Sonlar,Числа,3 000,3 000
Sonlar,Числа,30 (o'ttiz),30 (тридцать)
Sonlar,Числа,30 000,30 000
Sonlar,Числа,300 (uch yuz),300 (триста)
Sonlar,Числа,4 (to'rt),4 (четыре)
Sonlar,Числа,4 000,4 000
Sonlar,Числа,40 (qirq),40 (сорок)
Sonlar,Числа,40 000,40 000
Sonlar,Числа,400 (to'rt yuz),400 (четыреста)
Sonlar,Числа,5 (besh),5 (пять)
Sonlar,Числа,5 000,5 000
Sonlar,Числа,50 (ellik),50 (пятьдесят)
Sonlar,Числа,50 000,50 000
Sonlar,Числа,500 (besh yuz),500 (пятьсот)
Sonlar,Числа,6 (olti),6 (шесть)
Sonlar,Числа,6 000,6 000
Sonlar,Числа,60 (oltmish),60 (шестьдесят)
Sonlar,Числа,60 000,60 000
Sonlar,Числа,600 (olti yuz),600 (шестьсот)
Sonlar,Числа,7 (yetti),7 (семь)
Sonlar,Числа,7 000,7 000
Sonlar,Числа,70 (yetmish),70 (семьдесят)
Sonlar,Числа,70 000,70 000
Sonlar,Числа,700 (yetti yuz),700 (семьсот)
Sonlar,Числа,8 (sakkiz),8 (восемь)
Sonlar,Числа,8 000,8 000
Sonlar,Числа,80 (sakson),80 (восемьдесят)
Sonlar,Числа,80 000,80 000
Sonlar,Числа,800 (sakkiz yuz),800 (восемьсот)
Sonlar,Числа,9 (to'qqiz),9 (девять)
Sonlar,Числа,9 000,9 000
Sonlar,Числа,90 (to'qson),90 (девяносто)
Sonlar,Числа,90 000,90 000
Sonlar,Числа,900 (to'qqiz yuz),900 (девятьсот)
Sonlar,Числа,bir trillion,один триллион
Sonlar,Числа,onta(on dona),десять (десять штук)
Sport va dam olish,Спорт и отдых,Aerobika,Аэробика
Sport va dam olish,Спорт и отдых,Akrobatika,Акробатика
Sport va dam olish,Спорт и отдых,Antidoping,Антидопинг
Sport va dam olish,Спорт и отдых,Armrestling,Армрестлинг
Sport va dam olish,Спорт и отдых,Arqon tortish,Перетягивание каната
Sport va dam olish,Спорт и отдых,Atletika,Атлетика
Sport va dam olish,Спорт и отдых,Aykido,Айкидо
Sport va dam olish,Спорт и отдых,Ayol sportchi,Спортсменка
Sport va dam olish,Спорт и отдых,Ayollar futboli,Женский футбол
Sport va dam olish,Спорт и отдых,Badiiy gimnastika,Художественная гимнастика
Sport va dam olish,Спорт и отдых,Badiiy suzish,Синхронное плавание
Sport va dam olish,Спорт и отдых,Badminton,Бадминтон
Sport va dam olish,Спорт и отдых,Bahs,Дискуссия / спор
Sport va dam olish,Спорт и отдых,Basketbol,Баскетбол
Sport va dam olish,Спорт и отдых,Basseyn,Бассейн
Sport va dam olish,Спорт и отдых,Baydarka,Байдарка
Sport va dam olish,Спорт и отдых,Bellashuv,Соревнование
Sport va dam olish,Спорт и отдых,Beysbol,Бейсбол
Sport va dam olish,Спорт и отдых,Biatlon,Биатлон
Sport va dam olish,Спорт и отдых,Bilyard,Бильярд
Sport va dam olish,Спорт и отдых,Birinchilik,Первенство
Sport va dam olish,Спорт и отдых,Boks,Бокс
Sport va dam olish,Спорт и отдых,Bormoq,Идти
Sport va dam olish,Спорт и отдых,Bouling,Боулинг
Sport va dam olish,Спорт и отдых,Burchak topi,Угловой удар
Sport va dam olish,Спорт и отдых,Chang'i,Лыжи
Sport va dam olish,Спорт и отдых,Changida yugurish,Лыжные гонки
Sport va dam olish,Спорт и отдых,Chavandozlik,Конный спорт
Sport va dam olish,Спорт и отдых,Chempion,Чемпион
Sport va dam olish,Спорт и отдых,Chetlatilish(oyindan),Удаление с поля
Sport va dam olish,Спорт и отдых,Chorak final,Четвертьфинал
Sport va dam olish,Спорт и отдых,Dam olish,Отдых
Sport va dam olish,Спорт и отдых,Darvoza,Ворота
Sport va dam olish,Спорт и отдых,Darvozabon,Вратарь
Sport va dam olish,Спорт и отдых,Domino,Домино
Sport va dam olish,Спорт и отдых,Doping,Допинг
Sport va dam olish,Спорт и отдых,Drift,Дрифт
Sport va dam olish,Спорт и отдых,Duel,Дуэль
Sport va dam olish,Спорт и отдых,Durrang,Ничья
Sport va dam olish,Спорт и отдых,Dzyudo,Дзюдо
Sport va dam olish,Спорт и отдых,Ekipirovka(forma),Экипировка
Sport va dam olish,Спорт и отдых,Erkak sportchi,Спортсмен
Sport va dam olish,Спорт и отдых,Erkin kurash,Вольная борьба
Sport va dam olish,Спорт и отдых,Eshkak eshish,Гребля
Sport va dam olish,Спорт и отдых,Estafeta,Эстафета
Sport va dam olish,Спорт и отдых,Figurali uchish,Катание фигурное
Sport va dam olish,Спорт и отдых,Figuralik uchish,Фигурное катание
Sport va dam olish,Спорт и отдых,Final,Финал
Sport va dam olish,Спорт и отдых,Finish,Финиш
Sport va dam olish,Спорт и отдых,Futbol,Футбол
Sport va dam olish,Спорт и отдых,Futzal,Футзал
Sport va dam olish,Спорт и отдых,G'alaba,Выигрыш
Sport va dam olish,Спорт и отдых,G'alaba,Победа
Sport va dam olish,Спорт и отдых,Galaba,Победа
Sport va dam olish,Спорт и отдых,Gandbol,Гандбол
Sport va dam olish,Спорт и отдых,Gimnastika,Гимнастика
Sport va dam olish,Спорт и отдых,Gol,Гол
Sport va dam olish,Спорт и отдых,Golbol(kozi ojiz va zaif koruvchi sportchilar uchun maxsus yaratilganparalimpiya sport turi),Голбол (паралимпийский спорт для слабовидящих)
Sport va dam olish,Спорт и отдых,Golf,Гольф
Sport va dam olish,Спорт и отдых,Golib,Победитель
Sport va dam olish,Спорт и отдых,Guruh,Группа
Sport va dam olish,Спорт и отдых,Hakam,Судья
Sport va dam olish,Спорт и отдых,Hayajon,Волнение
Sport va dam olish,Спорт и отдых,Himoya,Защита
Sport va dam olish,Спорт и отдых,Hisob,Счёт
Sport va dam olish,Спорт и отдых,Hujum,Атака
Sport va dam olish,Спорт и отдых,Hushtak,Свисток
Sport va dam olish,Спорт и отдых,Instruktor,Инструктор
Sport va dam olish,Спорт и отдых,Ishtirokchi,Участник
Sport va dam olish,Спорт и отдых,Jamoa,Команда
Sport va dam olish,Спорт и отдых,Jamoa sardori,Капитан команды
Sport va dam olish,Спорт и отдых,Jamoa tarkibi,Состав команды
Sport va dam olish,Спорт и отдых,Jang,Бой
Sport va dam olish,Спорт и отдых,Jismoniy mashgulot(lar),Физические упражнения
Sport va dam olish,Спорт и отдых,Jismoniy mashq,Зарядка
Sport va dam olish,Спорт и отдых,Jismoniy tarbiya,Физкультура
Sport va dam olish,Спорт и отдых,Kamondan oq otish,Стрельба из лука
Sport va dam olish,Спорт и отдых,Karate,Каратэ
Sport va dam olish,Спорт и отдых,"Karta(qizil, sariq karta futbolda)","Карточка (красная, жёлтая)"
Sport va dam olish,Спорт и отдых,Kartalar,Карты
Sport va dam olish,Спорт и отдых,Kibersport,Киберспорт
Sport va dam olish,Спорт и отдых,Konki,Коньки
Sport va dam olish,Спорт и отдых,Konkida poyga,Конькобежный спорт
Sport va dam olish,Спорт и отдых,Kopkari,Кокбури (конная игра)
Sport va dam olish,Спорт и отдых,Korsatkich,Показатель
Sport va dam olish,Спорт и отдых,Kort,Корт
Sport va dam olish,Спорт и отдых,Kriket,Крикет
Sport va dam olish,Спорт и отдых,Kross,Кросс
Sport va dam olish,Спорт и отдых,Kung-fu(taklif beramiz),Кунг-фу
Sport va dam olish,Спорт и отдых,Kurash,Борьба
Sport va dam olish,Спорт и отдых,Kurashmoq,Бороться
Sport va dam olish,Спорт и отдых,Liga,Лига
Sport va dam olish,Спорт и отдых,Litsenziya,Лицензия
Sport va dam olish,Спорт и отдых,Maglubiyat,Поражение
Sport va dam olish,Спорт и отдых,Marafon,Марафон
Sport va dam olish,Спорт и отдых,Mashq dasturi,Программа тренировок
Sport va dam olish,Спорт и отдых,Mashq(mashgulot),Тренировка
Sport va dam olish,Спорт и отдых,Maydon,Поле / площадка
Sport va dam olish,Спорт и отдых,Medal,Медаль
Sport va dam olish,Спорт и отдых,Miltiqdan otish,Стрельба из ружья
Sport va dam olish,Спорт и отдых,Motosport,Мотоспорт
Sport va dam olish,Спорт и отдых,Mototsikl,Мотоцикл
Sport va dam olish,Спорт и отдых,Mukofot(ikki variant),Награда
Sport va dam olish,Спорт и отдых,Murabbiy,Тренер
Sport va dam olish,Спорт и отдых,Musobaqa,Соревнование
Sport va dam olish,Спорт и отдых,Natija,Результат
Sport va dam olish,Спорт и отдых,Nishon,Мишень
Sport va dam olish,Спорт и отдых,Nokaut,Нокаут
Sport va dam olish,Спорт и отдых,Norma,Норма
Sport va dam olish,Спорт и отдых,Normativ,Норматив
Sport va dam olish,Спорт и отдых,O'yin,Игра
Sport va dam olish,Спорт и отдых,Ochiq chempionat,Открытый чемпионат
Sport va dam olish,Спорт и отдых,Og'ir,Тяжёлый
Sport va dam olish,Спорт и отдых,Ogir atletika,Тяжёлая атлетика
Sport va dam olish,Спорт и отдых,Olimpiada,Олимпиада
Sport va dam olish,Спорт и отдых,Olimpiya shiori,Олимпийский девиз
Sport va dam olish,Спорт и отдых,Orqada qolmoq,Отстать
Sport va dam olish,Спорт и отдых,Ortda qolmoq,Обогнать
Sport va dam olish,Спорт и отдых,Ot sporti,Конный спорт
Sport va dam olish,Спорт и отдых,Oyin,Игра
Sport va dam olish,Спорт и отдых,Oyin vaqti,Игровое время
Sport va dam olish,Спорт и отдых,Oyinchi,Игрок
Sport va dam olish,Спорт и отдых,Oyinga tushish,Выход на поле
Sport va dam olish,Спорт и отдых,Paralimpiya,Паралимпиада
Sport va dam olish,Спорт и отдых,Pas,Пас
Sport va dam olish,Спорт и отдых,Pauerlifting,Пауэрлифтинг
Sport va dam olish,Спорт и отдых,Penalti,Пенальти
Sport va dam olish,Спорт и отдых,Poyga,Гонка
Sport va dam olish,Спорт и отдых,Press-konferensiya,Пресс-конференция
Sport va dam olish,Спорт и отдых,Qatnashchi,Участник
Sport va dam olish,Спорт и отдых,Qayiq,Лодка
Sport va dam olish,Спорт и отдых,Qilichbozlik,Фехтование
Sport va dam olish,Спорт и отдых,Qizil chiziq,Красная линия
Sport va dam olish,Спорт и отдых,Qoida,Правило
Sport va dam olish,Спорт и отдых,Qor aravasi,Санки
Sport va dam olish,Спорт и отдых,Qoshimcha vaqt,Дополнительное время
Sport va dam olish,Спорт и отдых,Quvib yetmoq,Догнать
Sport va dam olish,Спорт и отдых,Raketka,Ракетка
Sport va dam olish,Спорт и отдых,Ralli,Ралли
Sport va dam olish,Спорт и отдых,Raqib,Соперник
Sport va dam olish,Спорт и отдых,Raqobat,Конкуренция
Sport va dam olish,Спорт и отдых,Raqobatlashish,Соперничать
Sport va dam olish,Спорт и отдых,Regbi,Регби
Sport va dam olish,Спорт и отдых,Rekord,Рекорд
Sport va dam olish,Спорт и отдых,Revansh,Реванш
Sport va dam olish,Спорт и отдых,Ring,Ринг
Sport va dam olish,Спорт и отдых,Sakrash,Прыжки
Sport va dam olish,Спорт и отдых,Sanatoriya,Санаторий
Sport va dam olish,Спорт и отдых,Saralash bosqichi,Отборочный этап
Sport va dam olish,Спорт и отдых,Savat(basketbol),Корзина (баскетбол)
Sport va dam olish,Спорт и отдых,Sekin,Медленно
Sport va dam olish,Спорт и отдых,Shashka,Шашки
Sport va dam olish,Спорт и отдых,Shaxmat,Шахматы
Sport va dam olish,Спорт и отдых,Shayba,Шайба
Sport va dam olish,Спорт и отдых,Simulyatsiya(soraymiz),Симуляция
Sport va dam olish,Спорт и отдых,Snoubord,Сноуборд
Sport va dam olish,Спорт и отдых,Soglom turmush tarzi,Здоровый образ жизни
Sport va dam olish,Спорт и отдых,Sohil voleyboli,Пляжный волейбол
Sport va dam olish,Спорт и отдых,Sovrin,Приз
Sport va dam olish,Спорт и отдых,Sport,Спорт
Sport va dam olish,Спорт и отдых,Sport sharhlovchisi,Спортивный комментатор
Sport va dam olish,Спорт и отдых,Sport turlari,Виды спорта
Sport va dam olish,Спорт и отдых,Sport yurishl,Ходьба спортивная
Sport va dam olish,Спорт и отдых,Sportchi,Спортсмен
Sport va dam olish,Спорт и отдых,Sprint,Спринт
Sport va dam olish,Спорт и отдых,Stadion,Стадион
Sport va dam olish,Спорт и отдых,Start,Старт
Sport va dam olish,Спорт и отдых,Statistika,Статистика
Sport va dam olish,Спорт и отдых,Stol tennisi,Настольный теннис
Sport va dam olish,Спорт и отдых,Surdlimpiya oyinlari,Сурдлимпийские игры (для глухих)
Sport va dam olish,Спорт и отдых,Suv polosi,Водное поло
Sport va dam olish,Спорт и отдых,Suv sporti,Водный спорт
Sport va dam olish,Спорт и отдых,Suvga sakrash,Прыжки в воду
Sport va dam olish,Спорт и отдых,Suzish,Плавание
Sport va dam olish,Спорт и отдых,Ta'til,Каникулы
Sport va dam olish,Спорт и отдых,Ta'til (mehnat),Отпуск
Sport va dam olish,Спорт и отдых,Taekvondo,Таэквондо
Sport va dam olish,Спорт и отдых,Tafsilotlar,Подробности
Sport va dam olish,Спорт и отдых,Taktika,Тактика
Sport va dam olish,Спорт и отдых,Taqdimot,Презентация
Sport va dam olish,Спорт и отдых,Taym,Тайм
Sport va dam olish,Спорт и отдых,Tayyorgarlik,Подготовка
Sport va dam olish,Спорт и отдых,Tennis,Теннис
Sport va dam olish,Спорт и отдых,Terma jamoa,Сборная
Sport va dam olish,Спорт и отдых,Tez,Быстро
Sport va dam olish,Спорт и отдых,Tezlik,Скорость
Sport va dam olish,Спорт и отдых,Tirishqoqlik,Упорство
Sport va dam olish,Спорт и отдых,To'p,Мяч
Sport va dam olish,Спорт и отдых,Tog changisi,Горнолыжный спорт
Sport va dam olish,Спорт и отдых,Tog sporti,Горный спорт
Sport va dam olish,Спорт и отдых,Top (koptok),Мяч
Sport va dam olish,Спорт и отдых,Tosh kotarish,Тяжёлая атлетика (поднятие тяжестей)
Sport va dam olish,Спорт и отдых,Transfer,Трансфер
Sport va dam olish,Спорт и отдых,Triatlon(Taklif beramiz),Триатлон
Sport va dam olish,Спорт и отдых,Turnir,Турнир
Sport va dam olish,Спорт и отдых,Tushdi...,Сошёл с...
Sport va dam olish,Спорт и отдых,Tushib qolmoq,Попасть в...
Sport va dam olish,Спорт и отдых,Uloqtirish,Метание
Sport va dam olish,Спорт и отдых,Uslub(oyin uslubi),Стиль игры
Sport va dam olish,Спорт и отдых,Ustunlik,Преимущество
Sport va dam olish,Спорт и отдых,Velosiped,Велосипед
Sport va dam olish,Спорт и отдых,Velosport,Велоспорт
Sport va dam olish,Спорт и отдых,Voleybol,Волейбол
Sport va dam olish,Спорт и отдых,Xalq oyinlari,Народные игры
Sport va dam olish,Спорт и отдых,Xokkey,Хоккей
Sport va dam olish,Спорт и отдых,Yarim final,Полуфинал
Sport va dam olish,Спорт и отдых,Yengil,Лёгкий
