topic_uz,topic_ru,word_uz,word_ru,topic_en,word_en
Sport va dam olish,Спорт и отдых,Tushib qolmoq,Попасть в...,Sports and Recreation,To fall into...
Sport va dam olish,Спорт и отдых,Uloqtirish,Метание,Sports and Recreation,Throwing
Sport va dam olish,Спорт и отдых,Uslub(oyin uslubi),Стиль игры,Sports and Recreation,Playing style
Sport va dam olish,Спорт и отдых,Ustunlik,Преимущество,Sports and Recreation,Advantage
Sport va dam olish,Спорт и отдых,Velosiped,Велосипед,Sports and Recreation,Bicycle
Sport va dam olish,Спорт и отдых,Velosport,Велоспорт,Sports and Recreation,Cycling sport
Sport va dam olish,Спорт и отдых,Voleybol,Волейбол,Sports and Recreation,Volleyball
Sport va dam olish,Спорт и отдых,Xalq oyinlari,Народные игры,Sports and Recreation,Folk games
Sport va dam olish,Спорт и отдых,Xokkey,Хоккей,Sports and Recreation,Hockey
Sport va dam olish,Спорт и отдых,Yarim final,Полуфинал,Sports and Recreation,Semi-final
Sport va dam olish,Спорт и отдых,Yengil,Лёгкий,Sports and Recreation,Light / Easy
Sport va dam olish,Спорт и отдых,Yengil atletika,Лёгкая атлетика,Sports and Recreation,Track and field athletics
Sport va dam olish,Спорт и отдых,Yiqilmoq,Упасть,Sports and Recreation,To fall
Sport va dam olish,Спорт и отдых,Yo'llanma,Путёвка,Sports and Recreation,Voucher / Referral
Sport va dam olish,Спорт и отдых,Yozgi sport,Летний спорт,Sports and Recreation,Summer sport
Sport va dam olish,Спорт и отдых,Yugurish,Бег,Sports and Recreation,Running
Sport va dam olish,Спорт и отдых,Yunon-rum kurashi,Греко-римская борьба,Sports and Recreation,Greco-Roman wrestling
Sport va dam olish,Спорт и отдых,Yurmoq,Ходить,Sports and Recreation,To walk
Sport va dam olish,Спорт и отдых,Yutish,Проглотить / побеждать,Sports and Recreation,To win / swallow
Sport va dam olish,Спорт и отдых,Yutqazish,Проигрыш,Sports and Recreation,Loss / Defeat
Sport va dam olish,Спорт и отдых,Yutqizish,Проиграть,Sports and Recreation,To lose
Sport va dam olish,Спорт и отдых,Yutuq,Достижение,Sports and Recreation,Achievement
Sport va dam olish,Спорт и отдых,Zamonaviy sport,Современный спорт,Sports and Recreation,Modern sport
Sport va dam olish,Спорт и отдых,Zarba,Удар,Sports and Recreation,Strike / Hit
Sport va dam olish,Спорт и отдых,Zarba beruvchi,Бьющий,Sports and Recreation,Striker / Hitter
Sport va dam olish,Спорт и отдых,Zaxiraga chiqmoq,Выйти в запас,Sports and Recreation,To go to reserve
Tabiat. Fasllar,Природа. Времена года,Ayoz,Мороз,Nature. Seasons,Frost
Tabiat. Fasllar,Природа. Времена года,Bahor,Весна,Nature. Seasons,Spring
Tabiat. Fasllar,Природа. Времена года,Botqoq,Болото,Nature. Seasons,Swamp / Bog
Tabiat. Fasllar,Природа. Времена года,Bulut,Облако,Nature. Seasons,Cloud
Tabiat. Fasllar,Природа. Времена года,Bulutli,Туча,Nature. Seasons,Cloudy
Tabiat. Fasllar,Природа. Времена года,Chang,Пыль,Nature. Seasons,Dust
Tabiat. Fasllar,Природа. Времена года,Chaqmoq,Молния,Nature. Seasons,Lightning
Tabiat. Fasllar,Природа. Времена года,Daryo,Река,Nature. Seasons,River
Tabiat. Fasllar,Природа. Времена года,Dengiz,Море,Nature. Seasons,Sea
Tabiat. Fasllar,Природа. Времена года,Do'l,Град,Nature. Seasons,Hail
Tabiat. Fasllar,Природа. Времена года,Ekologiya,Экология,Nature. Seasons,Ecology
Tabiat. Fasllar,Природа. Времена года,Ho'l,Мокрый,Nature. Seasons,Wet / Damp
Tabiat. Fasllar,Природа. Времена года,Kamalak,Радуга,Nature. Seasons,Rainbow
Tabiat. Fasllar,Природа. Времена года,Ko'l,Озеро,Nature. Seasons,Lake
Tabiat. Fasllar,Природа. Времена года,Koinot,Космос,Nature. Seasons,Universe / Cosmos
Tabiat. Fasllar,Природа. Времена года,Kuz,Осень,Nature. Seasons,Autumn / Fall
Tabiat. Fasllar,Природа. Времена года,Loy,Глина,Nature. Seasons,Clay / Mud
Tabiat. Fasllar,Природа. Времена года,Momaqaldiroq,Гром,Nature. Seasons,Thunder
Tabiat. Fasllar,Природа. Времена года,Muz,Лёд,Nature. Seasons,Ice
Tabiat. Fasllar,Природа. Времена года,Osmon,Небо,Nature. Seasons,Sky
Tabiat. Fasllar,Природа. Времена года,Oy (osmondagi),Луна,Nature. Seasons,Moon
Tabiat. Fasllar,Природа. Времена года,Qish,Зима,Nature. Seasons,Winter
Tabiat. Fasllar,Природа. Времена года,Qor,Снег,Nature. Seasons,Snow
Tabiat. Fasllar,Природа. Времена года,Qoyalar,Скалы,Nature. Seasons,Rocks / Cliffs
Tabiat. Fasllar,Природа. Времена года,Qum,Песок,Nature. Seasons,Sand
Tabiat. Fasllar,Природа. Времена года,Quruq,Сухой,Nature. Seasons,Dry
Tabiat. Fasllar,Природа. Времена года,Quyosh,Солнце,Nature. Seasons,Sun
Tabiat. Fasllar,Природа. Времена года,Shamol,Ветер,Nature. Seasons,Wind
Tabiat. Fasllar,Природа. Времена года,Suv,Вода,Nature. Seasons,Water
Tabiat. Fasllar,Природа. Времена года,Tabiat (ob-havo),Природа (погода),Nature. Seasons,Nature (weather)
Tabiat. Fasllar,Природа. Времена года,Tog'lar,Горы,Nature. Seasons,Mountains
Tabiat. Fasllar,Природа. Времена года,Tosh,Камень,Nature. Seasons,Stone
Tabiat. Fasllar,Природа. Времена года,Tuproq,Земля,Nature. Seasons,Soil / Earth
Tabiat. Fasllar,Природа. Времена года,Yer (sayyora),Земля (планета),Nature. Seasons,Earth (planet)
Tabiat. Fasllar,Природа. Времена года,Yomg'ir,Дождь,Nature. Seasons,Rain
Tabiat. Fasllar,Природа. Времена года,Yomg'ircha,Дождик,Nature. Seasons,Light rain / Drizzle
Tabiat. Fasllar,Природа. Времена года,Yoz,Лето,Nature. Seasons,Summer
Tabiat. Fasllar,Природа. Времена года,Yulduz,Звезда,Nature. Seasons,Star
Tabiat. Fasllar,Природа. Времена года,Yulduzlar,Звёзды,Nature. Seasons,Stars
Tanishish,Знакомство,Biz,Мы,Getting Acquainted,We
Tanishish,Знакомство,Bu,Этот,Getting Acquainted,This
Tanishish,Знакомство,Do'st (o'rtoq),Друг (товарищ),Getting Acquainted,Friend
Tanishish,Знакомство,Familiya,Фамилия,Getting Acquainted,Surname / Last name
Tanishish,Знакомство,Ha,Да,Getting Acquainted,Yes
Tanishish,Знакомство,Hamma narsa,Всё,Getting Acquainted,Everything
Tanishish,Знакомство,Hammasi,Все,Getting Acquainted,All / Everyone
Tanishish,Знакомство,Har bir,Каждый,Getting Acquainted,Each / Every
Tanishish,Знакомство,Hech kim,Никто,Getting Acquainted,Nobody
Tanishish,Знакомство,Hech narsa,Ничего,Getting Acquainted,Nothing
Tanishish,Знакомство,Hech qachon,Никогда,Getting Acquainted,Never
Tanishish,Знакомство,Iltimos,Пожалуйста,Getting Acquainted,Please
Tanishish,Знакомstvo,Imo-ishora ismi,Жестовое имя,Getting Acquainted,Sign name
Tanishish,Знакомство,Ism,Имя,Getting Acquainted,Name / First name
Tanishish,Знакомство,Kamdan-kam,Редко,Getting Acquainted,Rarely
Tanishish,Знакомство,Kechirim so'ramoq,Извиниться,Getting Acquainted,To apologize
Tanishish,Знакомство,Kim,Кто,Getting Acquainted,Who
Tanishish,Знакомство,Kimning,Чей,Getting Acquainted,Whose
Tanishish,Знакомство,Ko'p,Часто,Getting Acquainted,Many / Much
Tanishish,Знакомство,Men,Я,Getting Acquainted,I
Tanishish,Знакомство,Menda,У меня,Getting Acquainted,I have / At me
Tanishish,Знакомство,Menga,Мне,Getting Acquainted,To me / For me
Tanishish,Знакомство,Mening,Мой,Getting Acquainted,My
Tanishish,Знакомство,Nega,Зачем,Getting Acquainted,Why
Tanishish,Знакомство,Nega,Почему,Getting Acquainted,Why
Tanishish,Знакомство,Nima,Что,Getting Acquainted,What
Tanishish,Знакомство,O'z,Свой,Getting Acquainted,Own
Tanishish,Знакомство,O'zim,Сам (я сам),Getting Acquainted,Myself
Tanishish,Знакомство,O'zing,Сам (ты сам),Getting Acquainted,Yourself
Tanishish,Знакомство,Otasining ismi,Отчество,Getting Acquainted,Patronymic
Tanishish,Знакомство,Qachon,Когда,Getting Acquainted,When
Tanishish,Знакомство,Qancha,Сколько,Getting Acquainted,How much / How many
Tanishish,Знакомство,Qanday,Какой,Getting Acquainted,How / What kind
Tanishish,Знакомство,Qanday,Как,Getting Acquainted,How / What kind
Tanishish,Знакомство,Qayerda,Где,Getting Acquainted,Where
Tanishish,Знакомство,Qayerdan,Откуда,Getting Acquainted,From where
Tanishish,Знакомство,Qayerga,Куда,Getting Acquainted,Where to
Tanishish,Знакомство,Rahmat,Спасибо,Getting Acquainted,Thank you
Tanishish,Знакомство,Salom,Привет,Getting Acquainted,Hello / Hi
Tanishish,Знакомство,Salom (rasmiy),Здравствуй,Getting Acquainted,Hello (formal)
Tanishish,Знакомство,Sen,Ты,Getting Acquainted,You (informal)
Tanishish,Знакомство,Siz,Вы,Getting Acquainted,You (formal)
Tanishish,Знакомство,Sizda,У Вас,Getting Acquainted,You have / At you
Tanishish,Знакомство,Sizning (seningki),Ваш (твой),Getting Acquainted,Your
Tanishish,Знакомство,Taklif qilmoq,Приглашать,Getting Acquainted,To invite
Tanishish,Знакомство,Tanishmoq,Знакомиться,Getting Acquainted,To get acquainted
Tanishish,Знакомство,U (erkak/ayol),Он (она),Getting Acquainted,He / She
Tanishish,Знакомство,Uchun,Чтобы,Getting Acquainted,For / In order to
Tanishish,Знакомство,Ular,Они,Getting Acquainted,They
Tanishish,Знакомство,Uning (erkak/ayol),Его (её),Getting Acquainted,His / Her
Tanishish,Знакомство,Xayr,До свидания,Getting Acquainted,Goodbye
Tanishish,Знакомство,Yo'q,Нет,Getting Acquainted,No
Tartib sonlar,Порядковые числительные,1 (birinchi),1 (первый),Ordinal Numbers,1st (first)
Tartib sonlar,Порядковые числительные,10 (oninchi),10 (десятый),Ordinal Numbers,10th (tenth)
Tartib sonlar,Порядковые числительные,2 (ikkinchi),2 (второй),Ordinal Numbers,2nd (second)
Tartib sonlar,Порядковые числительные,3 (uchinchi),3 (третий),Ordinal Numbers,3rd (third)
Tartib sonlar,Порядковые числительные,4 (tortinchi),4 (четвёртый),Ordinal Numbers,4th (fourth)
Tartib sonlar,Порядковые числительные,5 (beshinchi),5 (пятый),Ordinal Numbers,5th (fifth)
Tartib sonlar,Порядковые числительные,6 (oltinchi),6 (шестой),Ordinal Numbers,6th (sixth)
Tartib sonlar,Порядковые числительные,7 (yettinchi),7 (седьмой),Ordinal Numbers,7th (seventh)
Tartib sonlar,Порядковые числительные,8 (sakkizinchi),8 (восьмой),Ordinal Numbers,8th (eighth)
Tartib sonlar,Порядковые числительные,9 (toqqizinchi),9 (девятый),Ordinal Numbers,9th (ninth)
Tartib sonlar,Порядковые числительные,Beshinchi,Пятый,Ordinal Numbers,Fifth
Tartib sonlar,Порядковые числительные,beshinchi xona,пятая комната,Ordinal Numbers,fifth room
Tartib sonlar,Порядковые числительные,Birinchi,Первый,Ordinal Numbers,First
Tartib sonlar,Порядковые числительные,birinchi orin,первое место,Ordinal Numbers,first place
Tartib sonlar,Порядковые числительные,birinchi raqam,первая цифра,Ordinal Numbers,first number
Tartib sonlar,Порядковые числительные,Ikkinchi,Второй,Ordinal Numbers,Second
Tartib sonlar,Порядковые числительные,ikkinchi joy,второе место,Ordinal Numbers,second place
Tartib sonlar,Порядковые числительные,O'ninchi,Десятый,Ordinal Numbers,Tenth
Tartib sonlar,Порядковые числительные,Oltinchi,Шестой,Ordinal Numbers,Sixth
Tartib sonlar,Порядковые числительные,oltinchi qavat,шестой этаж,Ordinal Numbers,sixth floor
Tartib sonlar,Порядковые числительные,Sakkizinchi,Восьмой,Ordinal Numbers,Eighth
Tartib sonlar,Порядковые числительные,To'qqizinchi,Девятый,Ordinal Numbers,Ninth
Tartib sonlar,Порядковые числительные,To'rtinchi,Четвёртый,Ordinal Numbers,Fourth
Tartib sonlar,Порядковые числительные,Uchinchi,Третий,Ordinal Numbers,Third
Tartib sonlar,Порядковые числительные,Yettinchi,Седьмой,Ordinal Numbers,Seventh
Tibbiyot,Медицина,Abort,Аборт,Medicine,Abortion
Tibbiyot,Медицина,Allergiya,Аллергия,Medicine,Allergy
Tibbiyot,Медицина,Analiz,Анализ,Medicine,Analysis / Test
Tibbiyot,Медицина,Anamnez(kasallik tarixi),Анамнез (история болезни),Medicine,Anamnesis (medical history)
Tibbiyot,Медицина,Anemiya,Анемия,Medicine,Anemia
Tibbiyot,Медицина,"Anesteziya(ogriq qoldiruvchi, narkozga oxshagan soz)",Анестезия,Medicine,Anesthesia
Tibbiyot,Медицина,Angina,Ангина,Medicine,Tonsillitis / Angina
Tibbiyot,Медицина,Antibiotik(3 variant),Антибиотик,Medicine,Antibiotic
Tibbiyot,Медицина,Antiseptik,Антисептик,Medicine,Antiseptic
Tibbiyot,Медицина,Aqldan ozish,Сумасшествие,Medicine,Insanity / Mental disorder
Tibbiyot,Медицина,Aravacha(nogironlar uchun),Инвалидная коляска,Medicine,Wheelchair
Tibbiyot,Медицина,Asabiylashmoq,Нервничать,Medicine,To get nervous
Tibbiyot,Медицина,Asorat,Осложнение,Medicine,Complication
Tibbiyot,Медицина,Assistent,Ассистент,Medicine,Assistant
Tibbiyot,Медицина,Asta-sekin,Постепенно,Medicine,Gradually
Tibbiyot,Медицина,Autizm(ikki variant),Аутизм,Medicine,Autism
Tibbiyot,Медицина,Avariya,Авария,Medicine,Accident
Tibbiyot,Медицина,Bandaj(suratlar tanlanib tarjima qilinadi),Бандаж / Повязка,Medicine,Bandage
Tibbiyot,Медицина,Bemor,Пациент,Medicine,Patient
Tibbiyot,Медицина,Bemor kartasi,Карта пациента,Medicine,Patient card
Tibbiyot,Медицина,Bemor kuzatuvchisi,Сиделка,Medicine,Caregiver / Nurse aide
Tibbiyot,Медицина,Bint,Бинт,Medicine,Bandage / Gauze
Tibbiyot,Медицина,Bo'g'imlar,Суставы,Medicine,Joints
Tibbiyot,Медицина,Bolalar bolimi,Детское отделение,Medicine,Children's ward
Tibbiyot,Медицина,Bolim,Отделение,Medicine,Department / Ward
Tibbiyot,Медицина,Bosim,Давление,Medicine,Pressure
Tibbiyot,Медицина,Burun tomchisi,Капли для носа,Medicine,Nasal drops
Tibbiyot,Медицина,Buyrak,Почки,Medicine,Kidney
Tibbiyot,Медицина,Chandiq,Шрам,Medicine,Scar
Tibbiyot,Медицина,Chidamoq,Терпеть,Medicine,To endure / bear
Tibbiyot,Медицина,Davolash,Лечение,Medicine,Treatment
Tibbiyot,Медицина,Davolovchi,Лечащий врач,Medicine,Treating doctor
Tibbiyot,Медицина,Dezinfeksiya(ikki variant),Дезинфекция,Medicine,Disinfection
Tibbiyot,Медицина,Diabet(qandli diabet),Диабет (сахарный диабет),Medicine,Diabetes
Tibbiyot,Медицина,Diagnostika,Диагностика,Medicine,Diagnostics
Tibbiyot,Медицина,Dispanser,Диспансер,Medicine,Dispensary
Tibbiyot,Медицина,Doimiy nazorat,Постоянный контроль,Medicine,Constant monitoring
Tibbiyot,Медицина,Donor(ikki yoki uch variant),Донор,Medicine,Donor
Tibbiyot,Медицина,Dori,Лекарство,Medicine,Medicine / Drug
Tibbiyot,Медицина,Dorixona(ikki variant),Аптека,Medicine,Pharmacy
Tibbiyot,Медицина,Doza,Доза,Medicine,Dose
Tibbiyot,Медицина,Ehtiyot,Осторожно,Medicine,Careful / Caution
Tibbiyot,Медицина,Ehtiyot bo'lmoq,Внимательно,Medicine,To be careful
Tibbiyot,Медицина,EKG (elektrokardioqramma),ЭКГ (электрокардиограмма),Medicine,ECG (electrocardiogram)
Tibbiyot,Медицина,Ekspress-test,Экспресс-тест,Medicine,Express test
Tibbiyot,Медицина,Ekstremal holat,Экстренный случай,Medicine,Emergency case
Tibbiyot,Медицина,EKU(ekstrakorporal uruglantirish),ЭКО (экстракорпоральное оплодотворение),Medicine,IVF (in vitro fertilization)
Tibbiyot,Медицина,Elektron karta,Электронная карта,Medicine,Electronic card
Tibbiyot,Медицина,Emizish,Кормление грудью,Medicine,Breastfeeding
Tibbiyot,Медицина,Emlash,Вакцинация,Medicine,Vaccination
Tibbiyot,Медицина,Endoskopiya,Эндоскопия,Medicine,Endoscopy
Tibbiyot,Медицина,Epidemiya,Эпидемия,Medicine,Epidemic
Tibbiyot,Медицина,Epidemolog,Эпидемиолог,Medicine,Epidemiologist
Tibbiyot,Медицина,Epilepsiya,Эпилепсия,Medicine,Epilepsy
Tibbiyot,Медицина,Erta tashxis,Ранняя диагностика,Medicine,Early diagnosis
Tibbiyot,Медицина,Eshitish apparati,Слуховой аппарат,Medicine,Hearing aid
Tibbiyot,Медицина,Eslatma,Памятка,Medicine,Reminder / Note
Tibbiyot,Медицина,Falaj,Паралич,Medicine,Paralysis
Tibbiyot,Медицина,Farmatsevt,Фармацевт,Medicine,Pharmacist
Tibbiyot,Медицина,Farmatsevtika,Фармацевтика,Medicine,Pharmaceutics
Tibbiyot,Медицина,Feldsher,Фельдшер,Medicine,Paramedic / Feldsher
Tibbiyot,Медицина,Fizioterapiya,Физиотерапия,Medicine,Physiotherapy
Tibbiyot,Медицина,Fonendoskop(stetoskop),Фонендоскоп (стетоскоп),Medicine,Stethoscope
Tibbiyot,Медицина,Foydalanish yoriqnomasi,Инструкция по применению,Medicine,Instructions for use
Tibbiyot,Медицина,G'amxo'rlik qilmoq,Заботиться,Medicine,To take care of
Tibbiyot,Медицина,Gematolog,Гематолог,Medicine,Hematologist
Tibbiyot,Медицина,Genetika,Генетика,Medicine,Genetics
Tibbiyot,Медицина,Gepatit(ikki variant),Гепатит,Medicine,Hepatitis
Tibbiyot,Медицина,Gigiyena,Гигиена,Medicine,Hygiene
Tibbiyot,Медицина,Ginekolog,Гинеколог,Medicine,Gynecologist
Tibbiyot,Медицина,Gipertoniya,Гипертония,Medicine,Hypertension
Tibbiyot,Медицина,Giyohvandlik,Наркомания,Medicine,Drug addiction
Tibbiyot,Медицина,Glukometr,Глюкометр,Medicine,Glucometer / Blood sugar meter
Tibbiyot,Медицина,Gormonal muvozanat,Гормональный баланс,Medicine,Hormonal balance
Tibbiyot,Медицина,Gospital,Госпиталь,Medicine,Hospital
Tibbiyot,Медицина,Gospitalizatsiya,Госпитализация,Medicine,Hospitalization
Tibbiyot,Медицина,Gripp,Грипп,Medicine,Flu / Influenza
Tibbiyot,Медицина,Guruhlash,Группировка,Medicine,Grouping / Classification
Tibbiyot,Медицина,Hamshira,Медицинская сестра,Medicine,Nurse
Tibbiyot,Медицина,Harorat,Температура,Medicine,Temperature
Tibbiyot,Медицина,Homiladorlik,Беременность,Medicine,Pregnancy
Tibbiyot,Медицина,Hushdan ketish,Обморок (припадок),Medicine,Fainting
Tibbiyot,Медицина,Ich ketish,Понос,Medicine,Diarrhea
Tibbiyot,Медицина,Ich qotish,Запор,Medicine,Constipation
Tibbiyot,Медицина,Ichki kasalliklar bolimi,Терапевтическое отделение,Medicine,Internal medicine department
Tibbiyot,Медицина,Ilmiy tadqiqot markazi,Научно-исследовательский центр,Medicine,Research center
Tibbiyot,Медицина,Immunitet,Иммунитет,Medicine,Immunity
Tibbiyot,Медицина,Infarkt,Инфаркт,Medicine,Heart attack / Infarction
Tibbiyot,Медицина,Infeksion,Инфекционный,Medicine,Infectious
Tibbiyot,Медицина,Insult,Инсульт,Medicine,Stroke
Tibbiyot,Медицина,Intensiv,Интенсивный,Medicine,Intensive
Tibbiyot,Медицина,Inyeksiya,Инъекция,Medicine,Injection
Tibbiyot,Медицина,Ishtaha,Аппетит,Medicine,Appetite
Tibbiyot,Медицина,Isitma,Температура (жар),Medicine,Fever
Tibbiyot,Медицина,Jarohat(ikki yoki uch variant),Травма,Medicine,Injury / Trauma
Tibbiyot,Медицина,Jarroh,Хирург,Medicine,Surgeon
Tibbiyot,Медицина,Jarrohlik,Хирургия,Medicine,Surgery
Tibbiyot,Медицина,Jigar,Печень,Medicine,Liver
Tibbiyot,Медицина,Jismoniy mashq,Физическое упражнение,Medicine,Physical exercise / Warm-up
Tibbiyot,Медицина,Kar,Глухой,Medicine,Deaf
Tibbiyot,Медицина,Karantin,Карантин,Medicine,Quarantine
Tibbiyot,Медицина,Kardiologiya,Кардиология,Medicine,Cardiology
Tibbiyot,Медицина,Kasallik,Болезнь,Medicine,Illness / Disease
Tibbiyot,Медицина,Kassa,Касса,Medicine,Cashier / Pay desk
Tibbiyot,Медицина,Kimyoterapiya,Химиотерапия,Medicine,Chemotherapy
Tibbiyot,Медицина,Klinika,Клиника,Medicine,Clinic
Tibbiyot,Медицина,Konsultatsiya(maslahat),Консультация,Medicine,Consultation
Tibbiyot,Медицина,Korik,Осмотр,Medicine,Medical examination
Tibbiyot,Медицина,Koz shifokori(oftalmolog),Окулист (офтальмолог),Medicine,Ophthalmologist / Eye doctor
Tibbiyot,Медицина,Kutmoq,Ждать,Medicine,To wait
Tibbiyot,Медицина,Kuzatuv,Наблюдение,Medicine,Observation / Monitoring
Tibbiyot,Медицина,Laborant,Лаборант,Medicine,Laboratory technician
Tibbiyot,Медицина,Laboratoriya,Лаборатория,Medicine,Laboratory
Tibbiyot,Медицина,Lavozim,Должность,Medicine,Position / Post
Tibbiyot,Медицина,Logoped,Логопед,Medicine,Speech therapist
Tibbiyot,Медицина,Lor(quloq-burun-tomoq shifokori),ЛОР (ухо-горло-нос),Medicine,ENT doctor (ear-nose-throat)
Tibbiyot,Медицина,Malham,Мазь,Medicine,Ointment
Tibbiyot,Медицина,Markaz,Центр,Medicine,Center
Tibbiyot,Медицина,Mashgulot,Занятие,Medicine,Class / Session
Tibbiyot,Медицина,Mast bo'lish,Опьянение,Medicine,Intoxication
Tibbiyot,Медицина,Mikroskop,Микроскоп,Medicine,Microscope
Tibbiyot,Медицина,Morg,Морг,Medicine,Morgue
Tibbiyot,Медицина,MRT,МРТ,Medicine,MRI (magnetic resonance imaging)
Tibbiyot,Медицина,Muolaja,Процедура,Medicine,Procedure / Treatment
Tibbiyot,Медицина,Mushak orasiga ukol qilish,Внутримышечная инъекция,Medicine,Intramuscular injection
Tibbiyot,Медицина,Nafas olish,Дыхание,Medicine,Breathing
Tibbiyot,Медицина,Nafas siqilishi,Одышка,Medicine,Shortness of breath
Tibbiyot,Медицина,Narkoz,Наркоз,Medicine,General anesthesia
Tibbiyot,Медицина,Nazorat,Контроль,Medicine,Control / Monitoring
Tibbiyot,Медицина,Nefrolog,Нефролог,Medicine,Nephrologist
Tibbiyot,Медицина,Nevrolog,Невролог,Medicine,Neurologist
Tibbiyot,Медицина,Nogiron,Инвалид,Medicine,Disabled person
Tibbiyot,Медицина,O'pka,Лёгкие,Medicine,Lungs
Tibbiyot,Медицина,Ogriq,Боль,Medicine,Pain
Tibbiyot,Медицина,Ogriq qoldiruvchi,Обезболивающее,Medicine,Painkiller / Analgesic
Tibbiyot,Медицина,Onkologiya,Онкология,Medicine,Oncology
Tibbiyot,Медицина,Operatsiya,Операция,Medicine,Operation / Surgery
Tibbiyot,Медицина,Opka shifokori(pulmonolog),Пульмонолог,Medicine,Pulmonologist
Tibbiyot,Медицина,Organizm,Организм,Medicine,Organism / Body
Tibbiyot,Медицина,Ortoped,Ортопед,Medicine,Orthopedist
Tibbiyot,Медицина,Palata,Палата,Medicine,Ward (hospital room)
Tibbiyot,Медицина,Parhez,Диета,Medicine,Diet
Tibbiyot,Медицина,Patalogiya,Патология,Medicine,Pathology
Tibbiyot,Медицина,Pediatr,Педиатр,Medicine,Pediatrician
Tibbiyot,Медицина,Plastik jarrohlik,Пластическая хирургия,Medicine,Plastic surgery
Tibbiyot,Медицина,Poliklinika,Поликлиника,Medicine,Outpatient clinic
Tibbiyot,Медицина,Profilaktika,Профилактика,Medicine,Prevention / Prophylaxis
Tibbiyot,Медицина,Psixiatriya,Психиатрия,Medicine,Psychiatry
Tibbiyot,Медицина,Psixoz,Психоз,Medicine,Psychosis
Tibbiyot,Медицина,Qizilcha,Корь,Medicine,Measles
Tibbiyot,Медицина,Qon,Кровь,Medicine,Blood
Tibbiyot,Медицина,Qon analizi,Анализ крови,Medicine,Blood test
Tibbiyot,Медицина,Qon bosimi,Артериальное давление,Medicine,Blood pressure
Tibbiyot,Медицина,Qon guruhi,Группа крови,Medicine,Blood type
Tibbiyot,Медицина,Qon ketish,Кровотечение,Medicine,Bleeding
Tibbiyot,Медицина,Qon quyish,Переливание крови,Medicine,Blood transfusion
Tibbiyot,Медицина,Qonash(ikki variant),Кровотечение,Medicine,Bleeding
Tibbiyot,Медицина,Radiatsiya,Радиация,Medicine,Radiation
Tibbiyot,Медицина,Reabilitatsiya,Реабилитация,Medicine,Rehabilitation
Tibbiyot,Медицина,Reanimatsiya,Реанимация,Medicine,Resuscitation / ICU
Tibbiyot,Медицина,Registratura,Регистратура,Medicine,Registration desk
Tibbiyot,Медицина,Rentgen,Рентген,Medicine,X-ray
Tibbiyot,Медицина,Retsept,Рецепт,Medicine,Prescription
Tibbiyot,Медицина,Royxatga olish(Registratsiya),Регистрация,Medicine,Registration
Tibbiyot,Медицина,Sanatoriya,Санаторий,Medicine,Sanatorium / Health resort
Tibbiyot,Медицина,Sanitariya,Санитария,Medicine,Sanitation
Tibbiyot,Медицина,Saraton,Рак,Medicine,Cancer
Tibbiyot,Медицина,Sariq kasallik,Желтуха,Medicine,Jaundice
Tibbiyot,Медицина,Shamollash,Простуда,Medicine,Cold / Common cold
Tibbiyot,Медицина,Shifokor(doktor),Врач (доктор),Medicine,Doctor
Tibbiyot,Медицина,Shifoxona,Больница,Medicine,Hospital
Tibbiyot,Медицина,Shikast,Травма,Medicine,Injury / Trauma
Tibbiyot,Медицина,Shprits,Шприц,Medicine,Syringe
Tibbiyot,Медицина,Simptom(belgi),Симптом,Medicine,Symptom
Tibbiyot,Медицина,Sinish,Перелом,Medicine,Fracture
Tibbiyot,Медицина,Sog'liq,Здоровье,Medicine,Health
Tibbiyot,Медицина,Sogayish,Выздоровление,Medicine,Recovery
Tibbiyot,Медицина,Soglomlashtirish,Оздоровление,Medicine,Health improvement
Tibbiyot,Медицина,Statsionar,Стационар,Medicine,Inpatient (stationary)
Tibbiyot,Медицина,Steril,Стерильный,Medicine,Sterile
Tibbiyot,Медицина,Surunkali kasallik,Хроническое заболевание,Medicine,Chronic disease
Tibbiyot,Медицина,Suyaklar,Кости,Medicine,Bones
Tibbiyot,Медицина,Tabib,Целитель,Medicine,Healer / Folk doctor
Tibbiyot,Медицина,Tabletka,Таблетка,Medicine,Tablet
Tibbiyot,Медицина,Tabletkalar,Таблетки,Medicine,Tablets / Pills
Tibbiyot,Медицина,Tahlil,Анализ,Medicine,Analysis
Tibbiyot,Медицина,Tana,Тело,Medicine,Body
Tibbiyot,Медицина,Tashrif buyurmoq,Посещать,Medicine,To visit
Tibbiyot,Медицина,Tashxis,Диагноз,Medicine,Diagnosis
Tibbiyot,Медицина,Terapevt,Терапевт,Medicine,Therapist / General practitioner
Tibbiyot,Медицина,Terapiya,Терапия,Medicine,Therapy
Tibbiyot,Медицина,Teri,Кожа,Medicine,Skin
Tibbiyot,Медицина,Termometr,Термометр,Medicine,Thermometer
Tibbiyot,Медицина,Tez tibbiy yordam,Скорая медицинская помощь,Medicine,Emergency medical care
Tibbiyot,Медицина,Tez yordam,Скорая помощь,Medicine,Ambulance / Emergency aid
Tibbiyot,Медицина,Tibbiyot,Медицина,Medicine,Medicine
Tibbiyot,Медицина,Tibbiyot xodimi,Медицинский работник,Medicine,Medical worker
Tibbiyot,Медицина,"Tibbiyot, tabobat",Медицина,Medicine,Medicine
